Date;Profile;Message;Post comments positive sentiment share;Profile-ID;Post-ID;Link;Image Link;
17/03/2025, 19:50;"CONCAD";"-";;17841406678046143;18350156137147549;https://www.instagram.com/reel/DHUV4aoynNw/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18350156137147549&access_token=59ixRLdFpAErsT2zgcVO;
20/02/2025, 03:36;"CONCAD";"Presença do Coordenador Nacional da Concad, rodrigo_nfarias na posse da presidente da CAASP, diva.zitto";;17841406678046143;18023695874385814;https://www.instagram.com/p/DGSOhi3xCnO/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18023695874385814&access_token=59ixRLdFpAErsT2zgcVO;
19/02/2025, 12:54;"CONCAD";"Nomeado Coordenador Nacional da CONCAD, gestão 2025/2027. rodrigo_nfarias , Rodrigo Farias, presidente da CAAPB.";;17841406678046143;18075337102676627;https://www.instagram.com/p/DGQpkOHRB2g/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18075337102676627&access_token=59ixRLdFpAErsT2zgcVO;
05/03/2026, 14:40;"Caixa de Assistência | OAB-TO";"O presidente da Caixa de Assistência dos Advogados do Tocantins (CAATO), Taumaturgo Rufino, o diretor-tesoureiro, Angelo Papa Parmejane, e a presidente da CAAPLEV, Eula Angelim, estiveram em visita a Ruberval França.

Autor do livro “Caminhando em Esperança”, Ruberval compartilha uma história profunda de fé, amor e superação após a perda do filho para o suicídio, um testemunho que inspira reflexão e fortalece o cuidado com a vida e com o próximo.";;7143321007;18067903664273155;https://www.instagram.com/p/DVgub3Gjo2t/;https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/648243913_18350562499233008_1850340499633596587_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=1FB4NpXnac8Q7kNvwHxu-tV&_nc_oc=AdmZ3kDGG7be9SQlDGaGO1cRwrkI7evWOAe6a2KNTGhukx5L-8iJLVty0LY_coNKDuY&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=j5OOlyf4lOzY0MJPweUeAg&oh=00_AfwpwejuOg124WSqWsxsWDCrkc_riFJjJZUV9IThBGrqGg&oe=69B008EC;
25/02/2026, 17:49;"Caixa de Assistência | OAB-TO";"A advocacia tocantinense segue avançando com mais segurança e planejamento para o futuro.

A CAATO e a OAB TO reforçam a parceria com a OABPrev TO/GO, assegurando à classe acesso à previdência complementar com condições diferenciadas e alinhadas à realidade da advocacia.

O presidente da CAATO, Taumaturgo Rufino, e o Diretor de Benefícios, Tobias Nascimento Amaral Gonçalves, reuniram-se para alinhar ações para 2026, com foco na ampliação dos benefícios às advogadas e aos advogados.

Planejar é cuidar do futuro profissional.

#OABTO #CAATO #OABPrev #Advocacia #PrevidênciaComplementar CAJ";;7143321007;18105491542838421;https://www.instagram.com/reel/DVMeMoTkZIm/;https://scontent-ord5-1.cdninstagram.com/v/t51.71878-15/639773009_782326034424082_361612795214728912_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=oFvTF19h_AMQ7kNvwFnVGi8&_nc_oc=AdkVMZGZ81rLkWTpv_zikxm72jZPwIVp-XeiYLV49Bjv4XYUzITJzcF8hmitE30-3qQ&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=QPwMm7mPRPxMbhzGzyUS4g&_nc_tpa=Q5bMBQEgDDEqOY5b9LAtgGAzrFVqYhMD2mMHs1UxCnONHgYe4FZZRu1qh5i8-LTMZQl9A9DvgEQFc_4C&oh=00_AfyGmlBN4yHe8eZEhkcGOK9t7DngPBqDnQ5YYx7BtOZmFA&oe=69AFD6FB;
13/02/2026, 14:47;"Caixa de Assistência | OAB-TO";"O presidente da Federação Tocantinense de Beach Tennis, Luís Carlos dos Anjos Oliveira, esteve na CAATO nesta sexta-feira (13) para uma visita institucional. 🤝

Ele foi recebido pelo presidente da CAATO, Taumaturgo Rufino, e pelo delegado da instituição, Fellipe Matheus Guimarães Mota. O encontro reforçou o diálogo entre as entidades e a aproximação institucional em prol do fortalecimento do esporte e da advocacia no Tocantins. 🎾💼";;7143321007;18306063748285446;https://www.instagram.com/p/DUtP7N0DiyO/;https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/634337174_18348277330233008_1094589871410093026_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=JeL1e_j7WbkQ7kNvwHPtvwq&_nc_oc=AdkL_ZjyzMHbFzN_gaD09TU1__fv3pzpVZ3lS1bIQ-S5ixk6QAz-6jbPypOKt8LdsnI&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=QPwMm7mPRPxMbhzGzyUS4g&oh=00_AfzCTlGT00nUXRgV96L4BAvydxEB7tuzvjf3A3AIIMsmOQ&oe=69AFF94C;
13/02/2026, 11:08;"Caixa de Assistência | OAB-TO";"O Clube CAATO/OABTO estará aberto durante o Carnaval, de 14 a 17 de fevereiro, das 10h às 19h. 🎉☀️

Aproveite os dias de folga para curtir momentos de lazer, descanso e confraternização. 🏖️🍹

Traga sua família e venha aproveitar toda a estrutura preparada para receber você. 💙👨‍👩‍👧‍👦";;7143321007;17945892372103561;https://www.instagram.com/p/DUs24EIERRU/;https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/628663296_18348256072233008_8143587682616075281_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=fGP4xYHsMrIQ7kNvwGp5Uw1&_nc_oc=AdkYUc2zttSj4RPQCY06fZKLOrjZhOY4nV_bz1XisfMc7vAh1pfPDbwrxLMLpzLVcyk&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=QPwMm7mPRPxMbhzGzyUS4g&oh=00_AfxJJlGFE_b_TS_KEjplqJH2YIJKH9m0HIZZxUdr9pklQQ&oe=69AFFBD0;
12/02/2026, 15:43;"Caixa de Assistência | OAB-TO";"Você, advogado(a), já parou para pensar em como o inglês pode ampliar suas oportunidades profissionais?

Atuação em casos internacionais, participação em cursos e congressos no exterior, atualização jurídica, intercâmbio profissional, parcerias com escritórios estrangeiros e atendimento a clientes internacionais fazem parte da advocacia moderna — e o inglês é um diferencial estratégico para quem deseja se destacar na profissão.

Pensando nisso, a New British English School, com atenção especial aos profissionais vinculados à OAB-TO (CAATO), preparou condições exclusivas para quem deseja aprender inglês de forma prática, estratégica e focada em resultados.

✨ O que você vai encontrar:
✅ Aulas com foco em conversação 
✅ Turmas reduzidas para melhor aproveitamento
✅ Metodologia prática, dinâmica e objetiva
✅ Ambiente acolhedor, motivador e profissional

💡 Desenvolva confiança para atuar em negociações internacionais, compreender documentos e artigos jurídicos em inglês, participar de eventos no exterior e se comunicar com segurança no ambiente profissional.

🔥 Agora é o momento de investir na sua carreira!
📌 Condições especiais exclusivas para advogados da OAB-TO (CAATO)
⏳ Vagas limitadas | Oferta por tempo determinado

📲 Fale conosco no link do WhatsApp e garanta sua vaga
🚀 Destaque-se na Advocacia e leve sua carreira a outro nível!";;7143321007;17981511302958694;https://www.instagram.com/p/DUqxh6ZkbRg/;https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/628457790_18348173953233008_6119784296928981630_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=0KakIxScWuIQ7kNvwEhtPJS&_nc_oc=AdknuQIfO6r6ULoJDr4WQgU00IyeJrbz87KkKLnnVavW-NQGEperqVTvHGZOsC5ayNk&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=QPwMm7mPRPxMbhzGzyUS4g&oh=00_AfwEOUZL7lUzx8W2ncqeUbDLsN9Q5iOSQ6kJk5weU1dDSA&oe=69AFD7D0;
30/01/2026, 15:02;"Caixa de Assistência | OAB-TO";"A CAATO possui parceria com a SKYFIT, oferecendo condições especiais à advocacia tocantinense.

Os planos estão disponíveis a partir de R$ 109,90, com acesso às unidades SKYFIT de Palmas, Araguaína, Gurupi e Paraíso.

A adesão é realizada mediante envio de e-mail para
caatobeneficios@oabto.org.br, contendo:

– nome completo, número da OAB e CPF;

– para dependentes, nome completo e CPF (informar se cônjuge e/ou filho);

– certidão de adimplência junto à Tesouraria da OAB-TO.

Iniciativa voltada à promoção da saúde, do bem-estar e da qualidade de vida da advocacia.";;7143321007;18091877923988103;https://www.instagram.com/p/DUJOc4rkbwc/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18091877923988103&access_token=59ixRLdFpAErsT2zgcVO;
29/01/2026, 12:43;"Caixa de Assistência | OAB-TO";"CAATO anuncia nova parceria estratégica 🚀

Convênio firmado com a SKYFIT para fortalecer saúde, bem-estar e qualidade de vida da advocacia.

Disponível a partir de 02/02/2026, nas unidades SKYFIT de Palmas, Araguaína, Gurupi e Paraíso.

Valor do convênio: R$ 119,90
Valor regular: R$ 139,90

Benefícios incluem acesso às unidades, treinos personalizados, avaliação física periódica, aulas coletivas, todas as modalidades liberadas e estacionamento.

Convênio válido para associados da CAATO e dependentes diretos (cônjuge e filhos).

Acesso mediante envio de certidão de adimplência.
Informações e orientações: caatobeneficios@oabto.org.br

Mais um passo concreto no cuidado com quem sustenta a advocacia todos os dias.";;7143321007;17855448771564109;https://www.instagram.com/reel/DUGZu82jqcq/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=17855448771564109&access_token=59ixRLdFpAErsT2zgcVO;
15/01/2026, 14:00;"Caixa de Assistência | OAB-TO";"🎉🏊‍♂️ O clube CAATO/OABTO está de portas abertas novamente! 🏊‍♀️🎉

Neste sábado, 17/01, o espaço de lazer da advocacia tocantinense reabre oficialmente, oferecendo mais conforto, estrutura renovada e um ambiente pensado para o descanso, a convivência e o bem-estar de advogadas, advogados e seus familiares.

A reabertura do clube CAATO/OABTO reforça que investir na anuidade mais barata do Brasil é investir em qualidade de vida, lazer e valorização da advocacia.

👉 Traga a família, reencontre os amigos e venha aproveitar esse novo momento.";;7143321007;18392138764180080;https://www.instagram.com/reel/DTifVYrDlx-/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18392138764180080&access_token=59ixRLdFpAErsT2zgcVO;
14/01/2026, 10:56;"Caixa de Assistência | OAB-TO";"📢 JANEIRO BRANCO – SAÚDE MENTAL

Cuidar da mente é um ato de responsabilidade — com a advocacia, com a família e com a sociedade. A rotina intensa, a pressão diária e as demandas emocionais do nosso tempo exigem atenção, prevenção e diálogo.

A OAB Tocantins e a CAATO, por meio da Comissão CAAPLEV, convidam você para uma Roda de Conversa sobre Saúde Mental, com profissionais da área, com orientações práticas, reflexões e espaço para troca.

📅 21/01
📍 Plenário da OAB-TO – Palmas

Participe. Saúde mental importa.";;7143321007;18031172069581381;https://www.instagram.com/p/DTflnvjkWjf/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18031172069581381&access_token=59ixRLdFpAErsT2zgcVO;
07/01/2026, 09:01;"Caixa de Assistência | OAB-TO";"É hora de voltar! 🎉

A CAATO já tem data para retomar as atividades em 2026.

🏖️ Clube CAATO/OAB: 17/01
⚽ Arena CAATO: 19/01

Programe-se, convide os colegas e participe de um novo ano de encontros, movimento e advocacia forte com a CAATO/OABTO.

Acompanhe nossas redes sociais para avisos, horários e novidades do retorno.";;7143321007;18074732126585004;https://www.instagram.com/p/DTNW3rljnFn/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18074732126585004&access_token=59ixRLdFpAErsT2zgcVO;
26/11/2025, 15:46;"Caixa de Assistência | OAB-TO";"✨ Nova parceria no ar!

Agora, a advocacia têm 10% de desconto na Kimika.

Basta apresentar o voucher assinado pela Gisele e informar seu número da OAB/CAATO no momento da compra.

Mais um benefício especial pensado para você. 💚

#Parceria #CAATO #OABTocantins #Kimika #Benefícios";;7143321007;18178849345362427;https://www.instagram.com/p/DRh74EOkcca/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18178849345362427&access_token=59ixRLdFpAErsT2zgcVO;
04/11/2025, 17:20;"Caixa de Assistência | OAB-TO";"🎓 Nova parceria para o futuro das nossas crianças!

A OAB Tocantins, por meio da CAATO, firmou convênio com a Sphere International School, garantindo descontos exclusivos para advogados(as), dependentes (cônjuge e filhos) e colaboradores da OAB/CAATO.

📚 5% de desconto — para filhos entre 2 e 3 anos (Turmas Toddlers e K3)
📖 10% de desconto — para filhos entre 4 e 10 anos (Turmas K4 a Year 5)

✨ O benefício é válido independentemente da forma de pagamento e não é cumulativo com outras promoções.

#OABTO #CAATO #Educação #Parceria #SphereInternationalSchool #AdvocaciaTO #Benefícios";;7143321007;18055711490302106;https://www.instagram.com/p/DQpdLb3EaiW/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18055711490302106&access_token=59ixRLdFpAErsT2zgcVO;
09/10/2025, 08:42;"Caixa de Assistência | OAB-TO";"Novo trajeto, mesma energia!

A 7ª Corrida da Justiça da Acessibilidade e Inclusão chega com uma novidade imperdível: os percursos foram repensados para trazer ainda mais emoção e desafio.

✅  3 km – Caminhada em volta da Praça dos Girassóis
✅  5 km – Corrida até o semáforo do HGP
✅  10 km – Duas voltas até o HGP

📅 Data: 26 de outubro, às 6h30
📍 Largada: Estacionamento do TJTO

Valor:

Advocacia – R$ 65

Pessoa com deficiência – isenção da taxa para os 30 primeiros inscritos

Idosos – 50% de desconto

Vagas limitadas! Inscreva-se já pelo link nos destaques do perfil e seja parte desse evento que celebra saúde, inclusão e superação!";;7143321007;17851091136561797;https://www.instagram.com/p/DPllJdijt65/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=17851091136561797&access_token=59ixRLdFpAErsT2zgcVO;
29/09/2025, 17:44;"Caixa de Assistência | OAB-TO";"🏃‍♀️⚖️ A OABTO, a CAATO e a Comissão de Esportes e Lazer convidam toda a advocacia tocantinense para participar da 7ª Corrida da Justiça da Acessibilidade e Inclusão!

O evento será realizado no dia 26 de outubro, em Palmas, e promete unir esporte, cidadania e inclusão. A largada será em frente ao TJTO, na Praça dos Girassóis, com percursos de 10 km, 5 km e caminhada de 3 km.

As inscrições já estão abertas e podem ser feitas online. A OABTO e a CAATO estão inseridas na categoria órgãos parceiros, por isso a advocacia tem desconto e paga R$ 65. Além de incentivar a prática esportiva, a corrida reforça a importância da acessibilidade e da participação de todas e todos.

👉 Garanta sua inscrição e venha representar a advocacia nesse grande momento de integração e valorização da inclusão social!

Link de inscrição no site caato.com.br ou nos destaques do perfil";;7143321007;18059565494151456;https://www.instagram.com/p/DPMzPvBDjxe/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18059565494151456&access_token=59ixRLdFpAErsT2zgcVO;
17/09/2025, 09:23;"Caixa de Assistência | OAB-TO";"⚖️✨ Atenção, advocacia tocantinense! ✨⚖️

A parceria CAATO + Allcare continua garantindo benefícios exclusivos para você: 50% de desconto na 1ª mensalidade do seu plano de saúde. 🩺💜

É a oportunidade de cuidar da sua saúde com qualidade e economia. Mas atenção: a condição é por tempo limitado! ⏳

📞 (63) 3215-4090 | ☎️ 0800 601 1013

#AdvocaciaTO #CAATO #Allcare #SaúdeComQualidade";;7143321007;18023052569762121;https://www.instagram.com/p/DOtAcLijg3n/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18023052569762121&access_token=59ixRLdFpAErsT2zgcVO;
05/09/2025, 17:54;"Caixa de Assistência | OAB-TO";"🏐⚽🎾 A Arena OAB/CAATO é o ponto de encontro da advocacia tocantinense!
Venha participar das nossas atividades esportivas e fortalecer, além da saúde, a união da nossa classe.

📍 Modalidades e horários:

• Vôlei de Areia – segundas e quartas, 19h30

• Futebol Masculino – segundas, 19h30

• Futebol Feminino – quartas, 19h30

• Beach Tennis – segundas e quartas, 19h30

Esporte é qualidade de vida, integração e valorização da advocacia.

#OABTO #CAATO #comissãodeesportesoabto #EsporteNaAdvocacia #ArenaOABCAATO";;7143321007;18079397896777755;https://www.instagram.com/p/DOPBST-jnIX/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18079397896777755&access_token=59ixRLdFpAErsT2zgcVO;
02/09/2025, 17:57;"Caixa de Assistência | OAB-TO";"🌞 Feriado com lazer garantido!

O Clube da CAATO/OAB-TO estará aberto neste sábado (06, domingo (07 e segunda-feira (08, durante o feriado de Nossa Senhora da Natividade!

🍻 O Bar do Seu Raimundo e o Chapéu de Palha também estarão funcionando para você aproveitar com conforto e boa comida!

📍 Esperamos você e sua família para momentos de descanso, lazer e confraternização!

#CAATO #OABTO #Feriado #ClubeDaOAB #Lazer #NossaSenhoraDaNatividade";;7143321007;18354415930093242;https://www.instagram.com/p/DOHTRj5ici_/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18354415930093242&access_token=59ixRLdFpAErsT2zgcVO;
01/09/2025, 13:55;"Caixa de Assistência | OAB-TO";"💛 Setembro Amarelo – Falar salva vidas! 💛

A OABTO e a CAATO reforçam a importância do diálogo, do cuidado com a saúde mental e da prevenção ao suicídio.

Juntos, podemos construir uma advocacia mais humana e solidária.

Você não está sozinho. Procure ajuda.

📞 CVV – 188 (atendimento 24h, gratuito e confidencial)

#SetembroAmarelo #OABTO #CAATO #ValorizaçãoDaVida";;7143321007;18068967677228820;https://www.instagram.com/p/DOESztCjqJ8/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18068967677228820&access_token=59ixRLdFpAErsT2zgcVO;
28/08/2025, 17:51;"Caixa de Assistência | OAB-TO";"⚡ Oferta Relâmpago para a advocacia tocantinense! ⚡

Contrate seu plano de saúde na Allcare com 50% de desconto na 1ª mensalidade!

Condição especial para advogados, advogadas e dependentes, válida por tempo limitado.

📞 (63) 3215-4090 | 0800 601 1013

Válido de 01/09/2025 a 31/10/2025.

OAB Tocantins | CAATO | Allcare";;7143321007;18058326503379041;https://www.instagram.com/p/DN6apHRCWX_/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18058326503379041&access_token=59ixRLdFpAErsT2zgcVO;
13/08/2025, 14:16;"Caixa de Assistência | OAB-TO";"☀️Fim de semana com feriado no Clube da OAB!

😍Não deixe de aproveitar com a família e amigos o fim de semana prolongado pelo feriado do Dia do Senhor do Bonfim.

✅Estaremos com o Bar do Seu Raimundo e Chapéu de Palha abertos para atender a todos.

#feriadoclubedaoab #caato #senhordobonfim";;7143321007;17960065640968449;https://www.instagram.com/p/DNTaHzdOp6M/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=17960065640968449&access_token=59ixRLdFpAErsT2zgcVO;
05/08/2025, 11:02;"Caixa de Assistência | OAB-TO";"✅ Atenção, advocacia!

🏃‍♂️⚽ As atividades esportivas da CAATO estão de volta!

📅 A partir do dia 11 de agosto, as quadras, campos e espaços de bem-estar voltam a receber você para mais uma temporada de esporte, saúde e integração!

👉 Prepare o fôlego, chame os(as) colegas advogado(a)s e venha movimentar seu corpo com a gente!
Porque aqui, qualidade de vida também faz parte da advocacia.

#CAATO #EsporteÉQualidadeDeVida #AdvocaciaAtiva #RetornoEsportivo";;7143321007;18086946904702031;https://www.instagram.com/p/DM-diHRuehC/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18086946904702031&access_token=59ixRLdFpAErsT2zgcVO;
31/07/2025, 09:05;"Caixa de Assistência | OAB-TO";"☀️ Último final de semana de julho com lazer garantido é no Clube da OABTO/CAATO! 🌴

De 1° a 3 de agosto, o clube estará aberto para você curtir o melhor do descanso com a família e amigos!

🍻 Atenção: nesta sexta-feira, apenas o Bar do Chapéu de Palha estará em funcionamento.

📞 Para reservar seu quiosque, entre em contato pelo número fixo: (63) 3212-9623.

🕢 Funcionamento: 10h às 19h

#OABTO #CAATO #ClubeOABTO #JulhoNoClube #FériasComQualidade";;7143321007;18047203778273227;https://www.instagram.com/p/DMxYO-ZO0ke/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18047203778273227&access_token=59ixRLdFpAErsT2zgcVO;
28/07/2025, 10:39;"Caixa de Assistência | OAB-TO";"🔵 Já imaginou como vai estar sua vida daqui a 10, 20 ou 30 anos?

As escolhas que você faz hoje definem o seu amanhã. A OABPrev Goiás/Tocantins está aqui justamente para isso: garantir um futuro mais tranquilo, seguro e digno para você e sua família. 💼👨‍👩‍👧‍👦

Criada há mais de 10 anos, a OABPrevGO/TO é uma previdência complementar exclusiva para advogados e seus dependentes, com foco na estabilidade e na realização dos seus sonhos — agora e no futuro. ✨

👉 Segurança.
👉 Planejamento.
👉 Benefícios reais para quem faz parte da advocacia.

Comece hoje a cuidar do seu amanhã.

Saiba mais pelo WhatsApp: ‪(62) 99295‑6125‬

#OABPrev #OABTO #CAATO #PrevidênciaComplementar #AdvocaciaComFuturo #PlanejamentoFinanceiro #SegurançaParaOAdvogado #FuturoTranquilo #OABPrevTO";;7143321007;18051528158547736;https://www.instagram.com/reel/DMp0PQaugx8/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18051528158547736&access_token=59ixRLdFpAErsT2zgcVO;
08/07/2025, 11:20;"Caixa de Assistência | OAB-TO";"☀️ Férias de julho com lazer garantido no Clube da OABTO/CAATO! 🌴

Durante todo o mês de julho, o clube estará aberto às sextas, sábados e domingos para você curtir o melhor do descanso com a família e amigos!

🍻 Atenção: nas sextas-feiras, apenas o Bar do Chapéu de Palha estará em funcionamento.

📞 Para reservar seu quiosque, entre em contato pelo número fixo: (63) 3212-9623.

🕢 Funcionamento: 10h às 19h

Viva o mês de julho com mais diversão, conforto e qualidade de vida! 💙

#OABTO #CAATO #ClubeOABTO #JulhoNoClube #FériasComQualidade";;7143321007;17956312865826402;https://www.instagram.com/p/DL2ZWX9OAdX/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=17956312865826402&access_token=59ixRLdFpAErsT2zgcVO;
04/07/2025, 10:13;"Caixa de Assistência | OAB-TO";"Aproveite o fim de semana em família no nosso clube! 🏖️

📅 Aberto: sexta, sábado e domingo
⏰ Horário: Das 10h às 19h

🍹 Bar do Chapéu de Palha aberto para garantir diversão!

Venha curtir momentos incríveis com a gente! 💛";;7143321007;17954924900969972;https://www.instagram.com/p/DLr-fbNOONm/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=17954924900969972&access_token=59ixRLdFpAErsT2zgcVO;
